Message Type,Received UTC,MMSI,Ship Name,Latitude,Longitude,Speed Over Ground (knots),Course Over Ground,True Heading,Timestamp (sec),Is Valid,Call Sign,Destination,Ship Type,Dimensions
PositionReport,15:28:17,248344000,IDOL,43.73493,7.42388,0.0,181.5,86.0,13.0,True,,,,
PositionReport,15:28:17,356716000,MSC SINFONIA,37.64569,21.31991,0.0,122.9,240.0,13.0,True,,,,
PositionReport,15:28:17,201000099,MARE ADRIATIK,41.51005,19.38851,9.3,8.7,9.0,15.0,True,,,,
StandardClassBPositionReport,15:28:17,224126750,MARGOS,39.42029,-0.32458,4.5,21.2,511.0,15.0,True,,,,
PositionReport,15:28:17,247362700,EUROPA PALACE,40.8411,14.2616,0.0,32.0,127.0,14.0,True,,,,
StandardClassBPositionReport,15:28:17,224543120,ROCKET,39.46524,-0.31497,0.5,360.0,511.0,41.0,True,,,,
PositionReport,15:28:17,240931000,SUPERRUNNER JET,37.16347,25.28526,33.4,105.2,108.0,15.0,True,,,,
PositionReport,15:28:17,247250120,DESTRIERO,42.10902,11.76086,9.8,300.7,511.0,15.0,True,,,,
PositionReport,15:28:17,247549600,VB ETNA,38.21394,15.25772,6.1,99.9,97.0,14.0,True,,,,
PositionReport,15:28:17,538070715,M/Y MARYBELLE,40.83758,1.84049,12.0,341.6,345.0,17.0,True,,,,
PositionReport,15:28:17,636025833,STEPHEN WALLACE DICK,31.26105,32.31895,0.0,267.1,302.0,16.0,True,,,,
PositionReport,15:28:17,538008397,ENERGEAN POWER,33.2,34.28333,0.0,283.0,283.0,32.0,True,,,,
PositionReport,15:28:17,319080600,MY FALCON,43.56572,7.07885,0.0,274.1,92.0,17.0,True,,,,
PositionReport,15:28:17,247299700,SPAGNA,44.41135,8.92012,0.0,181.8,511.0,16.0,True,,,,
PositionReport,15:28:17,630001013,LADY SPERANZA,36.94514,2.28957,8.9,253.0,257.0,60.0,True,,,,
PositionReport,15:28:17,341534002,LORD HAMMOUR,31.37521,32.31104,0.0,152.6,311.0,16.0,True,,,,
PositionReport,15:28:17,352005615,BH OCEAN,36.3224,35.22583,0.4,149.8,181.0,14.0,True,,,,
ShipStaticData,15:28:17,339000312,JUBILEE,40.75089,13.91034,,,,,True,6YWT2,ISCHIA,37.0,"{'A': 21, 'B': 25, 'C': 10, 'D': 0}"
StandardClassBPositionReport,15:28:17,227907320,SANTA GIULIA,43.54433,3.97239,2.9,111.1,511.0,15.0,True,,,,
PositionReport,15:28:17,354602000,MEDKON GEMLIK,39.38608,-0.26475,0.2,175.9,105.0,15.0,True,,,,
PositionReport,15:28:17,212313000,VTS AMMOCHOSTOS,33.20239,34.29151,1.4,11.5,511.0,15.0,True,,,,
PositionReport,15:28:18,224161160,VB FURIA,39.44262,-0.31715,0.0,62.7,202.0,16.0,True,,,,
PositionReport,15:28:18,228446800,ANTARES,37.64555,10.23502,12.0,270.8,267.0,17.0,True,,,,
PositionReport,15:28:18,256003619,VOE JARL,44.39825,8.89955,1.2,171.8,13.0,17.0,True,,,,
PositionReport,15:28:18,247386100,EURO 6,40.824,14.11692,0.1,155.6,511.0,15.0,True,,,,
PositionReport,15:28:18,636020268,BLUE CIMENT 1,32.89401,34.99051,0.0,237.1,263.0,15.0,True,,,,
BaseStationReport,15:28:18,538009529,NEGMAR CICEK,41.67016,28.47998,,,,,True,,,,
PositionReport,15:28:18,241337000,CHIOS VICTORY,37.21198,2.89276,9.9,266.0,265.0,60.0,True,,,,
PositionReport,15:28:18,271043901,MUHAMMET GUMUSTAS 5,41.3692,19.41433,0.0,77.5,68.0,14.0,True,,,,
ShipStaticData,15:28:18,232057452,THUNDERBIRD B,37.03453,27.42471,,,,,True,MRAX5,COS TO BODRUM,98.0,"{'A': 12, 'B': 10, 'C': 4, 'D': 3}"
PositionReport,15:28:18,636016826,PENELOPE L,37.25362,1.4598,11.3,79.0,78.0,13.0,True,,,,
StandardClassBPositionReport,15:28:18,247369180,ARTEMIDE,37.24121,15.26473,7.6,148.2,511.0,16.0,True,,,,
StandardClassBPositionReport,15:28:18,249845000,BELLDIA,42.25611,8.58201,8.4,259.1,511.0,15.0,True,,,,
PositionReport,15:28:18,271051982,OYKU A,41.0704,12.40034,10.5,300.0,300.0,17.0,True,,,,
ShipStaticData,15:28:18,352005693,ATA 2,40.95928,28.8685,,,,,True,3E8910,RO SUL,70.0,"{'A': 101, 'B': 17, 'C': 8, 'D': 6}"
StaticDataReport,15:28:18,466247000,HELAITAN,43.58585,7.1276,,,,,True,,,,
StaticDataReport,15:28:18,224045450,TRES MANDLAS,39.42223,-0.31955,,,,,True,,,,
PositionReport,15:28:19,239710200,DIMITRIS,38.1798,24.20687,0.0,341.0,71.0,14.0,True,,,,
PositionReport,15:28:19,241337000,CHIOS VICTORY,37.21199,2.89276,10.5,266.7,265.0,14.0,True,,,,
PositionReport,15:28:19,224082230,MANUELA LLORET,38.68092,1.36964,10.3,357.9,511.0,17.0,True,,,,
PositionReport,15:28:19,224121270,VB SUPERNACHO,39.96053,0.0263,0.0,241.6,286.0,17.0,True,,,,
PositionReport,15:28:19,256830000,OCEANIC 143,43.53963,7.03082,0.0,155.3,42.0,17.0,True,,,,
PositionReport,15:28:19,240921000,VENETICO,37.93138,23.68307,0.0,103.6,23.0,17.0,True,,,,
PositionReport,15:28:19,249553000,PALATIAL,37.96018,23.5739,0.0,5.9,511.0,17.0,True,,,,
PositionReport,15:28:19,636022434,EMERALD QUSHAN,31.42042,32.30749,3.3,165.6,169.0,16.0,True,,,,
PositionReport,15:28:19,247375100,ELMA C,45.6353,13.77544,0.0,0.1,214.0,16.0,True,,,,
PositionReport,15:28:19,237829800,AGIOS NIKOLAOS,37.95687,23.61177,0.0,360.0,511.0,18.0,True,,,,
ShipStaticData,15:28:19,241904000,DIAS,37.99595,23.54896,,,,,True,SVB4872,GRPIR,52.0,"{'A': 12, 'B': 13, 'C': 7, 'D': 5}"
StandardClassBPositionReport,15:28:19,211366950,OUR DREAM,41.27075,2.15856,6.6,56.9,511.0,18.0,True,,,,
PositionReport,15:28:19,255915616,MSC LAGOS X,31.14144,29.79623,0.0,44.0,214.0,17.0,True,,,,
StandardClassBPositionReport,15:28:19,271041129,PRIMA DONNA,37.03419,27.42803,0.0,134.6,511.0,17.0,True,,,,
StandardClassBPositionReport,15:28:19,227801690,TCHAO,43.00219,6.20107,0.0,294.5,511.0,17.0,True,,,,
AidsToNavigationReport,15:28:19,992241054,,38.9952,-0.14443,,,,0.0,True,,,14.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
DataLinkManagementMessage,15:28:19,2241128,COLLSEROLA,41.41742,2.11424,,,,,True,,,,
PositionReport,15:28:19,256003214,BLACK PANTHER,37.93691,23.64717,0.0,360.0,511.0,17.0,True,,,,
PositionReport,15:28:19,247168600,EUPHORIA,40.81672,14.07365,0.1,250.4,511.0,18.0,True,,,,
PositionReport,15:28:19,371827000,CELAL SAHIN,39.65303,-0.21721,0.0,211.8,209.0,16.0,True,,,,
PositionReport,15:28:19,636021796,BALLA,36.37212,18.66679,11.9,271.6,274.0,15.0,True,,,,
StandardClassBPositionReport,15:28:19,235068596,ASTRAEA,39.55817,2.62802,0.0,360.0,511.0,17.0,True,,,,
PositionReport,15:28:19,224208000,VB XEREA,39.44209,-0.31738,0.0,295.4,205.0,10.0,True,,,,
ShipStaticData,15:28:19,248866000,BRIGADOON,43.73425,7.42371,,,,,True,9HA4831,MONACO,37.0,"{'A': 20, 'B': 16, 'C': 4, 'D': 4}"
PositionReport,15:28:19,247383500,ECO LIVORNO,41.36691,2.1781,0.0,260.6,114.0,16.0,True,,,,
PositionReport,15:28:19,525007403,SILVER TIGER,31.63143,32.3273,0.1,102.2,309.0,14.0,True,,,,
ShipStaticData,15:28:20,244379000,JUMBO VISION,36.57767,-0.88033,,,,,True,PBBG,RO CND,70.0,"{'A': 13, 'B': 97, 'C': 5, 'D': 16}"
ShipStaticData,15:28:20,341648002,DRAGON,31.18776,29.75371,,,,,True,V4MP7,EGALY,70.0,"{'A': 137, 'B': 20, 'C': 14, 'D': 12}"
StaticDataReport,15:28:20,268200100,ELIO'S,44.41569,8.83678,,,,,True,,,,
ShipStaticData,15:28:20,241872000,VERNICOS SCAFI III,37.93799,23.62511,,,,,True,SVB4379,PIRAEUS,52.0,"{'A': 12, 'B': 13, 'C': 8, 'D': 4}"
ShipStaticData,15:28:20,538072789,LIMERENCE,41.33654,19.33846,,,,,True,V7B2868,GRUZ CROATIA,37.0,"{'A': 23, 'B': 30, 'C': 4, 'D': 5}"
StaticDataReport,15:28:20,428617000,YOLO,32.80533,35.03152,,,,,True,,,,
StandardClassBPositionReport,15:28:20,215633000,,37.91482,20.73676,5.3,138.0,153.0,60.0,True,,,,
StandardClassBPositionReport,15:28:20,232062020,,36.56625,27.97023,6.5,172.4,511.0,19.0,True,,,,
PositionReport,15:28:20,240521000,THEOLOGOS P .,37.94817,24.32733,18.4,102.0,103.0,60.0,True,,,,
PositionReport,15:28:20,247432200,FENICUSA M,43.49983,10.23322,5.3,39.3,39.0,19.0,True,,,,
PositionReport,15:28:20,256992000,AA-D,41.32764,2.19057,6.6,128.0,134.0,19.0,True,,,,
PositionReport,15:28:20,256997000,CHEMICAL CONTENDER,37.81438,24.23323,9.9,77.0,79.0,60.0,True,,,,
PositionReport,15:28:20,237482000,PANTOKRATOR,37.95795,23.61242,0.0,359.0,262.0,15.0,True,,,,
PositionReport,15:28:20,257743000,NORMAND PACIFIC,41.28671,9.2324,0.0,167.2,165.0,18.0,True,,,,
StaticDataReport,15:28:20,271049681,EYLUL ER,40.97981,28.89665,,,,,True,,,,
StandardClassBPositionReport,15:28:20,227953830,SOUMAZERA,37.49999,15.09274,0.0,360.0,511.0,18.0,True,,,,
StaticDataReport,15:28:20,228277870,GINNA,39.46185,-0.31679,,,,,True,,,,
StandardClassBPositionReport,15:28:20,247215730,SOUND OF SILENCE,45.79467,13.56511,0.0,360.0,511.0,18.0,True,,,,
StandardClassBPositionReport,15:28:20,244573143,AMOC,41.3793,2.18606,0.5,360.0,511.0,18.0,True,,,,
StaticDataReport,15:28:20,235024236,,37.77851,-0.73299,,,,,True,,,,
PositionReport,15:28:21,314556000,TRUE MARINER,37.43691,24.94007,0.0,179.3,511.0,20.0,True,,,,
PositionReport,15:28:21,237016600,MANDALENA,37.29969,23.12448,13.2,316.5,511.0,19.0,True,,,,
PositionReport,15:28:21,428074453,HADAR II,32.8226,35.01141,5.1,116.5,511.0,19.0,True,,,,
PositionReport,15:28:21,247323700,FSRU TOSCANA,43.64277,9.99025,0.1,217.0,328.0,16.0,True,,,,
PositionReport,15:28:21,319318000,CHOPI CHOPI,43.74516,7.4468,0.0,262.8,247.0,17.0,True,,,,
DataLinkManagementMessage,15:28:21,2470074,MONTE SAN GREGORIO,37.56478,15.10375,,,,,True,,,,
DataLinkManagementMessage,15:28:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
StaticDataReport,15:28:21,256004742,L'AS BLEU,43.7337,7.42653,,,,,True,,,,
DataLinkManagementMessage,15:28:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
DataLinkManagementMessage,15:28:21,2129940,,34.65292,33.01308,,,,,True,,,,
StandardClassBPositionReport,15:28:21,228142180,,43.24627,6.7401,4.6,210.0,511.0,18.0,True,,,,
StandardClassBPositionReport,15:28:21,219035638,FRAYA,43.00237,6.2005,0.2,360.0,511.0,19.0,True,,,,
StandardClassBPositionReport,15:28:21,256001470,FINALLY,39.55625,2.62588,0.1,142.3,511.0,19.0,True,,,,
StandardClassBPositionReport,15:28:21,227890140,,43.40099,4.98268,0.0,338.0,511.0,18.0,True,,,,
StandardClassBPositionReport,15:28:21,218009560,,39.54204,2.38268,0.1,0.0,0.0,60.0,True,,,,
DataLinkManagementMessage,15:28:21,2470055,MONTE EPOMEO,40.73112,13.9025,,,,,True,,,,
ShipStaticData,15:28:21,247311200,GRANDE COSTA D'AVORI,42.47572,10.41257,,,,,True,IBOP,ITGIT>ITLIV,79.0,"{'A': 121, 'B': 90, 'C': 16, 'D': 16}"
ShipStaticData,15:28:21,311018500,NORWEGIAN EPIC,41.26884,11.93492,,,,,True,C6XP7,IT CTA TO IT LIV,0.0,"{'A': 47, 'B': 282, 'C': 22, 'D': 18}"
DataLinkManagementMessage,15:28:21,2470048,MONTE BIGNONE,43.86833,7.7445,,,,,True,,,,
DataLinkManagementMessage,15:28:21,2129940,,34.65292,33.01308,,,,,True,,,,
PositionReport,15:28:22,238080240,ANDELA,45.42225,12.36215,5.7,130.0,121.0,22.0,True,,,,
PositionReport,15:28:22,255915842,NORDLUCHS,37.95813,23.57916,0.0,293.7,347.0,20.0,True,,,,
PositionReport,15:28:22,247354100,DELFINO,40.5577,14.2434,6.3,228.6,511.0,18.0,True,,,,
PositionReport,15:28:22,224271630,VB DORAMAS,39.64572,-0.21286,0.0,135.0,181.0,18.0,True,,,,
PositionReport,15:28:22,311000756,ALEA,37.85958,-0.2575,11.7,33.0,38.0,20.0,True,,,,
PositionReport,15:28:22,245511000,ARCTIC,41.2112,13.11995,0.8,120.8,31.0,19.0,True,,,,
PositionReport,15:28:22,224136470,MADRE LUCIA,43.55585,-5.69688,0.0,8.0,334.0,20.0,True,,,,
PositionReport,15:28:22,211131900,SOLIDAIRE,42.87301,9.62826,8.2,155.8,153.0,19.0,True,,,,
PositionReport,15:28:22,207391000,CASTOR,43.19561,27.90968,0.1,282.4,511.0,19.0,True,,,,
PositionReport,15:28:22,247087260,IMPETUOSO,45.19437,12.5113,2.8,121.4,511.0,20.0,True,,,,
PositionReport,15:28:22,236052000,LADY ROSE,41.54889,10.8095,12.0,260.3,262.0,19.0,True,,,,
PositionReport,15:28:22,241067000,SANJANA,37.85853,23.70732,19.1,329.0,511.0,21.0,True,,,,
PositionReport,15:28:22,314149000,SEGULA,37.52006,7.77926,9.5,84.5,89.0,20.0,True,,,,
AidsToNavigationReport,15:28:22,992241239,,41.37567,2.21617,,,,18.0,True,,,1.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}"
PositionReport,15:28:22,210049000,ELEANOR ROOSEVELT,38.84699,0.50997,31.6,93.7,94.0,19.0,True,,,,
PositionReport,15:28:22,249957000,YM PLUTO,37.22567,15.20333,0.0,323.7,209.0,20.0,True,,,,
StaticDataReport,15:28:22,256001214,SHAGALA BAGALA,44.30878,9.21546,,,,,True,,,,
StaticDataReport,15:28:22,232042862,POLAR,34.66687,33.04173,,,,,True,,,,
ShipStaticData,15:28:22,538012471,METIS MARU,43.41872,4.87272,,,,,True,V7B2901,FOS,70.0,"{'A': 180, 'B': 20, 'C': 12, 'D': 20}"
ShipStaticData,15:28:22,256992000,AA-D,41.32764,2.19057,,,,,True,9HA2977,ESALG,80.0,"{'A': 84, 'B': 26, 'C': 11, 'D': 6}"
StandardClassBPositionReport,15:28:22,227434340,DOUDOU,43.5656,7.08185,0.0,171.2,511.0,20.0,True,,,,
StandardClassBPositionReport,15:28:22,378114472,MM,37.49957,15.09285,0.0,360.0,212.0,20.0,True,,,,
ShipStaticData,15:28:22,247317800,SAN GENNARO PRIMO,44.41786,8.79697,,,,,True,ITTS,GENOVA,90.0,"{'A': 42, 'B': 4, 'C': 7, 'D': 16}"
PositionReport,15:28:22,240439300,NOMMO,37.93983,23.6687,0.0,29.6,511.0,18.0,True,,,,
ShipStaticData,15:28:22,356393000,VENTUS,34.65206,33.01661,,,,,True,3EBD3,CY LMS,70.0,"{'A': 89, 'B': 10, 'C': 9, 'D': 7}"
DataLinkManagementMessage,15:28:22,2129940,,34.65292,33.01308,,,,,True,,,,
DataLinkManagementMessage,15:28:22,2240991,,41.33508,2.14128,,,,,True,,,,
DataLinkManagementMessage,15:28:22,2070813,,43.26397,27.9602,,,,,True,,,,
DataLinkManagementMessage,15:28:22,2470049,SALENTO TURRISI,40.06206,18.14243,,,,,True,,,,
PositionReport,15:28:22,247290700,AMMIANA,45.34094,12.30867,0.0,360.0,511.0,21.0,True,,,,
StaticDataReport,15:28:22,244770960,KAIROS,37.82076,-0.75584,,,,,True,,,,
PositionReport,15:28:23,209462000,HYPATIA DEALEJANDRI,40.97375,2.20343,18.0,357.0,359.0,21.0,True,,,,
PositionReport,15:28:23,352978175,DONA BLE,32.81348,35.03521,0.0,68.8,252.0,60.0,True,,,,
PositionReport,15:28:23,341311002,LADY JASMINE,41.26416,19.41337,0.0,357.6,325.0,20.0,True,,,,
PositionReport,15:28:23,419002052,SHIVALIK,37.39845,1.69734,13.2,248.3,250.0,20.0,True,,,,
PositionReport,15:28:23,237005900,NAFTILOS,36.66241,27.12976,0.3,0.1,217.0,22.0,True,,,,
BaseStationReport,15:28:23,2288236,,43.00542,9.3583,,,,,True,,,,
PositionReport,15:28:23,238246140,ELI BABA 2,45.79542,13.5584,0.0,360.0,511.0,21.0,True,,,,
DataLinkManagementMessage,15:28:23,2070815,,42.7189,27.88024,,,,,True,,,,
DataLinkManagementMessage,15:28:23,2070815,,42.7189,27.88024,,,,,True,,,,
PositionReport,15:28:23,210412000,ALEXANDRIA,34.66605,33.08586,3.7,281.3,288.0,42.0,True,,,,
BaseStationReport,15:28:23,2470020,MONTE BELVEDERE,45.67333,13.79833,,,,,True,,,,
BaseStationReport,15:28:23,2470062,MONTE ARGENTARIO,42.39833,11.16833,,,,,True,,,,
PositionReport,15:28:23,240951000,SUPERFAST II,38.25103,21.43668,20.1,274.4,275.0,51.0,True,,,,
PositionReport,15:28:23,247074100,MARINA PICCOLA,40.84133,14.27,0.0,260.0,511.0,23.0,True,,,,
PositionReport,15:28:23,215902000,AVENIR ASPIRATION,40.50194,1.64838,7.2,209.6,211.0,21.0,True,,,,
StaticDataReport,15:28:23,227667150,PELICANO,43.69472,7.28349,,,,,True,,,,
AidsToNavigationReport,15:28:23,992471012,,43.87538,8.02743,,,,60.0,True,,,6.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
ShipStaticData,15:28:23,319322200,NORFOLK STAR,37.70884,23.62655,,,,,True,ZGUN3,POROS,36.0,"{'A': 30, 'B': 10, 'C': 2, 'D': 3}"
ShipStaticData,15:28:23,319496000,MY LITTLE VIOLET,40.2275,18.74688,,,,,True,ZCPE7,DURRES - NAPLES,37.0,"{'A': 14, 'B': 31, 'C': 2, 'D': 7}"
ShipStaticData,15:28:23,273271160,SERENADE,31.67996,32.29713,,,,,True,UAQE8,PORT SAID FOR ORDER,89.0,"{'A': 152, 'B': 30, 'C': 18, 'D': 14}"
StandardClassBPositionReport,15:28:23,235091207,,38.2841,21.26011,5.0,136.9,511.0,50.0,True,,,,
ShipStaticData,15:28:23,225998709,ECOCAT TRES,41.36811,2.18654,,,,,True,EB2801,,60.0,"{'A': 3, 'B': 12, 'C': 4, 'D': 2}"
ShipStaticData,15:28:23,319108500,LIQUID SKY,37.93127,23.65673,,,,,True,ZGGF5,PERAMA (ATHENS),96.0,"{'A': 37, 'B': 10, 'C': 6, 'D': 3}"
StandardClassBPositionReport,15:28:23,710001833,TANTOMAR,38.3912,21.83202,0.1,115.9,511.0,14.0,True,,,,
StandardClassBPositionReport,15:28:23,227452760,EL CARMEN,43.55803,7.097,4.7,296.9,511.0,21.0,True,,,,
StandardClassBPositionReport,15:28:23,247388570,LIGHEA,44.57298,14.40991,0.3,360.0,511.0,21.0,True,,,,
StandardClassBPositionReport,15:28:23,228094220,VADERE II,38.30487,21.3824,4.8,70.0,511.0,55.0,True,,,,
StaticDataReport,15:28:23,2470075,MONTE CIRCEO,41.23036,13.06903,,,,,True,,,,
StaticDataReport,15:28:24,261001312,KINGSTON,39.12218,-0.0676,,,,,True,,,,
StaticDataReport,15:28:24,228269110,PANTHOURS,43.41533,6.77416,,,,,True,,,,
StandardClassBPositionReport,15:28:24,227444490,AMA'NIOS,37.49981,15.09276,0.0,360.0,511.0,5.0,True,,,,
StaticDataReport,15:28:24,378111443,KINGS RANSOM,43.57607,7.12992,,,,,True,,,,
PositionReport,15:28:24,240633000,AEGEAN HARMONY,42.91583,9.63892,8.9,164.0,163.0,22.0,True,,,,
PositionReport,15:28:24,636021877,DEMA M,31.34291,32.37962,9.1,13.6,11.0,22.0,True,,,,
PositionReport,15:28:24,225994585,ECOCAT DOS,41.37244,2.18236,3.3,125.0,511.0,22.0,True,,,,
ShipStaticData,15:28:24,268257004,EKMEN TRANS,32.81154,33.06857,,,,,True,T7DO4,RO SUL,70.0,"{'A': 85, 'B': 21, 'C': 10, 'D': 6}"
ShipStaticData,15:28:24,215529000,L'ALBATROS,43.58728,7.12342,,,,,True,9HA5160,PORT VAUBAN,90.0,"{'A': 17, 'B': 26, 'C': 4, 'D': 4}"
PositionReport,15:28:24,677041700,ARMONY,43.13867,28.28443,0.0,0.0,511.0,22.0,True,,,,
PositionReport,15:28:24,219509000,MAERSK LEBU,32.61652,29.623,2.4,183.2,56.0,22.0,True,,,,
PositionReport,15:28:24,247528100,PORTOSALVO,40.84288,14.26505,0.0,153.0,354.0,20.0,True,,,,
PositionReport,15:28:24,319108500,LIQUID SKY,37.93138,23.6567,0.6,343.4,270.0,21.0,True,,,,
PositionReport,15:28:24,518159028,ALALYA,43.69762,7.28428,0.0,95.3,96.0,22.0,True,,,,
StandardClassBPositionReport,15:28:25,237619100,ASSANTE,37.93837,23.68609,0.0,360.0,511.0,24.0,True,,,,
StandardClassBPositionReport,15:28:25,247361690,YVAINE,42.19506,10.7506,7.9,61.5,511.0,24.0,True,,,,
StandardClassBPositionReport,15:28:25,232032157,HANAVA,43.58507,7.12549,0.0,360.0,103.0,23.0,True,,,,
StandardClassBPositionReport,15:28:25,235113406,HUSH,39.56515,2.6333,0.0,360.0,241.0,23.0,True,,,,
StandardClassBPositionReport,15:28:25,225994982,,37.82112,-0.75633,0.0,321.4,321.0,22.0,True,,,,
DataLinkManagementMessage,15:28:25,2241130,AITANAS,38.65111,-0.27414,,,,,True,,,,
StaticDataReport,15:28:25,368059760,MARIA,39.14826,0.07649,,,,,True,,,,
StaticDataReport,15:28:25,232056303,SWAN 7,43.78312,7.52026,,,,,True,,,,
DataLinkManagementMessage,15:28:25,2470142,USTICA,38.70778,13.17805,,,,,True,,,,
ShipStaticData,15:28:25,229896000,CAOZ 14,44.41717,8.83856,,,,,True,9HA3699,IT GOA,36.0,"{'A': 28, 'B': 28, 'C': 6, 'D': 6}"
ShipStaticData,15:28:25,247129500,INGHILTERRA,44.41166,8.92009,,,,,True,IQKV,ITGOA,52.0,"{'A': 15, 'B': 12, 'C': 5, 'D': 6}"
UnknownMessage,15:28:25,265063370,SAGA,43.4112,6.78268,,,,,,,,,
StaticDataReport,15:28:25,225911490,HAPPY,38.83932,0.1175,,,,,True,,,,
StandardClassBPositionReport,15:28:25,227001980,,45.61253,-1.04033,10.1,251.1,511.0,24.0,True,,,,
AidsToNavigationReport,15:28:25,992471014,,44.40454,8.9046,,,,60.0,True,,,5.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
AidsToNavigationReport,15:28:25,992381330,,44.17197,15.01191,,,,22.0,True,,,6.0,"{'A': 2, 'B': 0, 'C': 2, 'D': 0}"
PositionReport,15:28:25,645259000,DN85,39.44492,-0.2916,0.1,203.8,511.0,23.0,True,,,,
PositionReport,15:28:25,212805000,ROSALIND FRANKLIN,41.02845,2.08912,17.7,206.9,203.0,22.0,True,,,,
PositionReport,15:28:25,319050900,RHINO,39.55917,2.63017,0.0,134.0,89.0,22.0,True,,,,
PositionReport,15:28:25,265192000,OSTANVIK,44.53977,14.464,0.0,248.7,10.0,21.0,True,,,,
PositionReport,15:28:25,215951000,ARADOS,43.54818,7.1111,0.1,64.3,266.0,24.0,True,,,,
PositionReport,15:28:25,271043588,LOVE BOAT,37.00444,27.3879,1.2,261.4,511.0,24.0,True,,,,
PositionReport,15:28:25,241800000,MERONAS,34.50392,33.86303,5.4,214.9,225.0,20.0,True,,,,
PositionReport,15:28:25,209348000,HEDY LAMARR,39.43785,-0.31112,8.9,327.0,329.0,22.0,True,,,,
PositionReport,15:28:25,240442200,ERA A,37.87758,23.72623,0.0,360.0,511.0,23.0,True,,,,
PositionReport,15:28:25,319299300,PAOLITA,43.73481,7.42369,0.0,20.3,82.0,21.0,True,,,,
PositionReport,15:28:25,227212000,TETHYS 2,43.1066,5.88375,0.0,102.5,320.0,23.0,True,,,,
PositionReport,15:28:26,538072245,ALAIA,37.93189,23.65081,0.0,326.7,323.0,24.0,True,,,,
PositionReport,15:28:26,511101642,SAMANYOLU,40.96156,28.74585,0.2,62.9,44.0,25.0,True,,,,
PositionReport,15:28:26,219458000,SELANDIA SEAWAYS,38.9966,8.17354,13.3,144.0,142.0,23.0,True,,,,
PositionReport,15:28:26,248000182,FLOR,37.26861,23.15905,8.7,126.3,511.0,24.0,True,,,,
PositionReport,15:28:26,319331700,MISS LEEN,43.56239,7.11338,0.0,214.0,33.0,23.0,True,,,,
PositionReport,15:28:26,247050170,MISTRAL,45.2215,12.28296,3.2,194.4,511.0,24.0,True,,,,
PositionReport,15:28:26,428000414,PEGASUS I,32.81898,35.00383,0.0,274.3,332.0,25.0,True,,,,
StaticDataReport,15:28:26,225994982,,37.82112,-0.75633,,,,,True,,,,
StandardClassBPositionReport,15:28:26,271041917,AKIFOGLU,36.68755,28.04527,0.0,0.0,511.0,24.0,True,,,,
StaticDataReport,15:28:26,227469970,LENDEN,43.00618,6.20838,,,,,True,,,,
StandardClassBPositionReport,15:28:26,256004084,HAPPY BLUE II,37.94168,23.66955,0.5,360.0,511.0,24.0,True,,,,
PositionReport,15:28:26,254288000,SWEET SEA,43.73643,7.42225,0.0,17.1,110.0,24.0,True,,,,
PositionReport,15:28:26,247045400,VESTA,37.93308,12.32472,0.2,27.0,292.0,23.0,True,,,,
StandardClassBPositionReport,15:28:26,232051095,ALOMBA,36.52948,-4.40968,9.0,69.7,511.0,24.0,True,,,,
ShipStaticData,15:28:26,538010830,CLEAN IMPERIAL,31.87397,31.644,,,,,True,V7A7481,OPL EGPSD,80.0,"{'A': 142, 'B': 34, 'C': 15, 'D': 16}"
DataLinkManagementMessage,15:28:26,2470037,ANTENNAMMARE,38.15917,15.46472,,,,,True,,,,
StaticDataReport,15:28:26,538072130,TT SILVER SHALIS,40.71767,14.47551,,,,,True,,,,
PositionReport,15:28:26,636023538,MOON STAR,41.31445,2.21257,0.0,12.1,210.0,26.0,True,,,,
BaseStationReport,15:28:27,2275430,,42.96922,9.38005,,,,,True,,,,
PositionReport,15:28:27,636019579,CPT DIMITRIOS S,37.95302,23.55256,0.0,276.7,21.0,24.0,True,,,,
PositionReport,15:28:27,228003800,SHANA DES SLOPS,43.4037,4.99797,0.0,299.9,93.0,22.0,True,,,,
ShipStaticData,15:28:27,249091000,KOGO,37.93072,23.68117,,,,,True,9HA6105,GR AIO,37.0,"{'A': 25, 'B': 46, 'C': 6, 'D': 6}"
ShipStaticData,15:28:27,351521000,LINDA CEM,31.17848,33.77971,,,,,True,3FMA6,ARES,70.0,"{'A': 152, 'B': 33, 'C': 18, 'D': 8}"
AidsToNavigationReport,15:28:27,992471015,,44.39198,8.95276,,,,60.0,True,,,5.0,"{'A': 1, 'B': 1, 'C': 1, 'D': 1}"
StandardClassBPositionReport,15:28:27,247362810,SABIK,43.00397,6.20022,0.0,360.0,511.0,25.0,True,,,,
StandardClassBPositionReport,15:28:27,278780086,ALEXIA,45.79569,13.56496,0.0,225.9,103.0,60.0,True,,,,
PositionReport,15:28:27,636017142,ONTARIO,36.60103,-0.06909,10.9,100.0,101.0,60.0,True,,,,
PositionReport,15:28:27,319242300,KENSHO,43.61677,7.42013,11.5,244.8,243.0,24.0,True,,,,
